text,label,source_url,category
"Willkommen bei Buchhandlung Lesezeit, Anna! Genießen Sie 10% Rabatt mit dem Code: WILLKOMMEN10. Jetzt einkaufen bei www.lesezeit-buch.de. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Blumen Krüger sagt danke, Herr Weber! Dafür schenken wir Ihnen 15% Rabatt auf Ihre nächste Bestellung mit dem Code DANKE15 auf www.blumen-krueger.de. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Hallo Frau Schneider! Antworten Sie mit „Ja"", um zu bestätigen, dass Sie spezielle Angebote von Sportpark Mitte erhalten wollen. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Danke, dass Sie sich für unsere SMS angemeldet haben, Thomas! Wir senden Ihnen 2-mal pro Woche Angebote. Mehr erfahren: www.biomarkt-sonne.de",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Willkommen im Kaffeeclub, Lena! Freu dich auf exklusive Prämien und Rabatte. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Martin! Sie haben bei Apotheke am Rathaus genug Punkte gesammelt, um eine Prämie zu erhalten. Hier einlösen: www.apotheke-rathaus.de/praemie. Viel Spaß!",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Alles Gute zum Geburtstag, Sabine, wünschen wir von Modehaus Berger! Für dich: 20% Rabatt mit Code GEBURTSTAG20 auf www.modehaus-berger.de. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Frohes neues Jahr, Peter! Wir freuen uns darauf, dich im neuen Jahr wiederzusehen. – Friseursalon Haarmonie",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Hallo Julia, Sie haben Artikel in Ihrem Möbel-Schmitt-Warenkorb vergessen! Fahren Sie fort, wo Sie aufgehört haben: www.moebel-schmitt.de/warenkorb STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",shopping_echt
"Cyber Monday ist da! Entdecken Sie spannende Angebote von Spielwaren Kunz auf www.spielwaren-kunz.de. Viel Spaß beim Einkaufen, Daniel! STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Bald ist Valentinstag, Frau Schulz! Erhalten Sie 15% Rabatt auf Ihre Bestellung bei Blumen Rosenhof mit Code LIEBE15 auf www.rosenhof-blumen.de. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Begrenztes Angebot gefällig, Nina? Jetzt zuschlagen! Spare mit Sportwelt Aktiv auf www.sportwelt-aktiv.de STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Alles Gute zum Jahrestag, Herr Lang! Danke, dass Sie uns auf unserem Weg begleiten. Ihr Code TREUE10 für www.weinkeller-lang.de. STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Süßes oder Saures, Emma? Wie wäre es mit 15% Rabatt auf www.kostuemkiste.de? Jetzt mit Code GRUSEL15. Nicht verpassen! STOP senden zum Abmelden.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Frau Becker, Sie haben am 16.09. um 10:30 Uhr einen Termin bei Zahnarztpraxis Dr. Lindner. „J"" antworten zum Bestätigen. Änderungen: 0221 4455667.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",termin
"Hallo Max, dein Termin wurde mit Physiotherapeutin Frau Koch am 18.09. um 14:00 Uhr vereinbart. Bitte vergiss nicht, ein Handtuch mitzubringen.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",termin
Hallo Karin! Ihr Termin bei Augenarztpraxis Hoffmann ist am 22.09. um 09:15 Uhr. Sehen Sie sich die Details hier an: www.augenarzt-hoffmann.de/termin,0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",termin
"Hallo Herr Fischer, Ihr Termin bei KFZ-Werkstatt Braun ist heute, 10.09., um 08:00 Uhr. Bis bald! Alle Details finden Sie hier: www.werkstatt-braun.de",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",termin
"Danke für Ihre Bestellung bei Weinhandel Rebstock, Frau Wagner! Wir schicken Ihnen eine SMS, wenn Ihre Bestellung versandt wurde.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",shopping_echt
"Aufregende Neuigkeiten, Jonas! Deine Bestellung von Skateshop Rollbrett ist auf dem Weg. Verfolge ihre Reise hier: www.dhl.de/sendungsverfolgung",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",paket_echt
"Herr Neumann, Ihre Bestellung von Elektro Hansen ist unterwegs und wird bis 18:00 Uhr eintreffen. Lieferung verfolgen: www.dpd.com/de/mydpd",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",paket_echt
"Bäckerei Steinmann: Gute Nachrichten, Elke! Die Bestellung 48213 wurde geliefert. Weitere Infos: www.baeckerei-steinmann.de",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",paket_echt
"Es ist so weit, Tim! Deine Bestellung von Fahrrad Müller liegt am Laden Bahnhofstraße 7 für dich bereit. Hast du Fragen? 030 5566778.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",paket_echt
"Waren Sie zufrieden mit uns, Frau Meyer? Wir freuen uns über Ihre Meinung! Geben Sie uns auf www.gartencenter-gruen.de/feedback Feedback. Ihre Meinung zählt!",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",marketing
"Ihr Passwort lautet 483 921. Geben Sie diesen Code an niemanden weiter, auch wenn er behauptet, von Stadtwerke Köln zu sein.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",verifizierung
"Hallo Frau Krause, willkommen bei Stadtbibliothek Online. Verifizieren Sie Ihr Konto mit dem Code 771 305. Geben Sie diesen Code niemals weiter.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",verifizierung
"Hallo Herr Vogel, möchten Sie Ihr Passwort zurücksetzen? Geben Sie den Code 219 864 dafür ein. Geben Sie diesen Code nie weiter.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",verifizierung
"Hallo Laura, Ihre Zahlung von 42,90 € bei Reformhaus Vital war erfolgreich. Vielen Dank! Bei Fragen erreichen Sie uns unter 089 1234567.",0,"https://sinch.com/de/blog/30-sms-vorlagen-fuer-das-marketing/ (Vorlage, Platzhalter ausgefuellt)",shopping_echt
"Hallo Anna Berger, wir möchten dich an deinen Termin morgen, 11.09.2026, um 15.30 Uhr erinnern. Solltest du den Termin absagen oder verschieben wollen, dann erreichst du uns unter der Nummer 0711 224466. Wir freuen uns auf dich! Dein Team von Yogastudio Balance",0,"https://www.brevo.com/de/blog/terminerinnerung/ (Vorlage, Platzhalter ausgefuellt)",termin
"Hi Lukas Brandt! Bereit für dein Treffen mit uns? Am 15.09.2026 um 12.00 Uhr ist es soweit – wir freuen uns schon! Falls du den Termin nicht wahrnehmen kannst oder ihn verschieben möchtest, sag uns bitte Bescheid. Du erreichst uns unter der Nummer 040 998877 oder per Mail an termine@fahrschule-nord.de.",0,"https://www.brevo.com/de/blog/terminerinnerung/ (Vorlage, Platzhalter ausgefuellt)",termin
"Hallo Herr Schäfer! Ich freue mich auf unser Gespräch morgen, 11.09.2026, um 11.00 Uhr. Hier noch einmal die wichtigsten Informationen: Treffpunkt: Filiale Hauptstraße 12. Thema: Baufinanzierung. Sollten Sie noch Fragen haben oder eine Terminänderung wünschen, zögern Sie bitte nicht, mich zu kontaktieren. Freundliche Grüße, Markus Weber",0,"https://www.brevo.com/de/blog/terminerinnerung/ (Vorlage, Platzhalter ausgefuellt)",termin
"Sehr geehrte Frau Lorenz, Herr Kaiser und ich freuen uns auf unser gemeinsames Gespräch am Donnerstag, 17.09.2026 um 9.00 Uhr. Damit Sie uns gut finden, habe ich der Mail eine Anfahrtsbeschreibung angefügt. Bei Rückfragen stehe ich Ihnen jederzeit zur Verfügung. Mit freundlichen Grüßen, Claudia Roth",0,"https://www.brevo.com/de/blog/terminerinnerung/ (Vorlage, Platzhalter ausgefuellt)",termin
"Hallo Frau Meier, das ist eine Erinnerung an Ihren Termin bei Kosmetikstudio Glanz am 14.09. um 16:00 Uhr. Falls Sie den Termin verschieben müssen, geben Sie uns bitte Bescheid. Wir freuen uns auf Sie! Beste Grüße, Ihr Kosmetikstudio Glanz",0,"https://www.cituro.com/blog/terminerinnerung-vorlage (Vorlage, Platzhalter ausgefuellt)",termin
"Betreff: Erinnerung: Ihr Termin bei Steuerberatung Klein am 21.09.2026. Sehr geehrter Herr Wolf, wir möchten Sie freundlich an Ihren bevorstehenden Termin bei uns erinnern: Datum: 21.09.2026, Uhrzeit: 10:00 Uhr, Ort: Kaiserstraße 45, 60329 Frankfurt. Wir freuen uns auf Ihren Besuch. Sollten Sie den Termin nicht wahrnehmen können, bitten wir um rechtzeitige Mitteilung. Mit freundlichen Grüßen, Petra Klein",0,"https://www.cituro.com/blog/terminerinnerung-vorlage (Vorlage, Platzhalter ausgefuellt)",termin
"Betreff: In 2 Stunden: Ihr Termin bei Hundesalon Pfötchen. Hallo Frau Winter, nur eine kurze Erinnerung: Ihr Termin bei uns beginnt in zwei Stunden. Datum: 10.09.2026, Uhrzeit: 14:00 Uhr, Ort: Gartenweg 3. Wir freuen uns auf Ihren Besuch! Bis gleich, Sandra",0,"https://www.cituro.com/blog/terminerinnerung-vorlage (Vorlage, Platzhalter ausgefuellt)",termin
"Betreff: Erinnerung: Ihr Termin bei Praxis Dr. Sommer am 25.09.2026. Sehr geehrte Frau Hartmann, dies ist eine Erinnerung an Ihren Termin bei uns: Datum: 25.09.2026, Uhrzeit: 08:30 Uhr, Ort: Lindenallee 8. Denken Sie daran, gegebenenfalls relevante Unterlagen mitzubringen. Sollten Sie den Termin verschieben müssen, teilen Sie uns dies bitte rechtzeitig mit. Mit freundlichen Grüßen, Praxisteam Dr. Sommer",0,"https://www.cituro.com/blog/terminerinnerung-vorlage (Vorlage, Platzhalter ausgefuellt)",termin
