text,label,source_url,category
"Betreff: Neue Zwei-Faktor-Authentifizierung für Ihr easybank Online-Banking. Aktualisierte Anforderungen an die starke Kundenauthentifizierung. Sehr geehrte Kundin, sehr geehrter Kunde, in Uebereinstimmung mit der ueberarbeiteten Zahlungsdiensterichtlinie (PSD2) und den regulatorischen Anforderungen der Europaeischen Bankenaufsicht fuehren wir verstaerkte Protokolle fuer die starke Kundenauthentifizierung (SCA) in allen digitalen Banking-Kanaelen ein. Diese Aenderungen dienen der Bereitstellung einer zusaetzlichen Sicherheitsebene fuer Ihre Online-Transaktionen, den Mobile-Banking-Zugang und kartengestuetzte Zahlungen ohne physische Kartenpraesenz. Was sich aendert: Ab dem 15. September 2026 erfordern alle Online-Banking-Anmeldungen und Transaktionen mit hohem Wert eine Zwei-Faktor-Authentifizierung ueber unsere sichere Mobile-App oder SMS-Verifizierung. Der Zugang mit einem einzigen Passwort wird fuer sensitive Operationen nicht mehr ausreichend sein. Um einen unterbrechungsfreien Zugang zu Ihren Konten und Dienstleistungen zu gewaehrleisten, bestaetigen Sie bitte Ihre registrierte Mobilfunknummer und aktualisieren Sie Ihre Authentifizierungseinstellungen in Ihrem Online-Banking-Profil vor Ablauf der Frist. BESTAETIGUNG ERFORDERLICH VOR: 15. SEPTEMBER 2026. Bei Nichtbestaetigung Ihrer Daten kann der Zugang zu bestimmten Banking-Funktionen eingeschraenkt werden. AUTHENTIFIZIERUNGSEINSTELLUNGEN UEBERPRUEFEN",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/phishingradar/phishingradar-aktuelle-warnungen-6059#2026-09-08,bank
"Betreff: Elster Datenabgleich erforderlich jetzt handeln. Mein ELSTER. Datenabgleich erforderlich. Bitte bestätigen Sie Ihre Daten. Im Rahmen des bundeseinheitlichen Datenabgleichs weichen Ihre hinterlegten Angaben von den aktuellen Registerdaten ab. Bitte bestätigen Sie Adresse, Kontakt und Bankverbindung bis zum 07.09.2026. Jetzt Daten bestätigen",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/phishingradar/phishingradar-aktuelle-warnungen-6059#2026-09-07,behoerde
"Betreff: Dringend: Letzte Erinnerung vor der Sperrung Ihres Kontos. Sehr geehrte Kundin, sehr geehrter Kunde, dies ist eine letzte Erinnerung zur Aktualisierung Ihrer photoTAN-App. Aus Sicherheitsgründen ist es erforderlich, dass Sie die Aktualisierung innerhalb von 24 Stunden vornehmen. Sollten Sie die Aktivierung nicht fristgerecht durchführen, sehen wir uns leider gezwungen, den Zugriff auf folgende Dienste dauerhaft zu sperren: Durchführung von Überweisungen, Verwendung Ihrer Bankkarte, Verwaltung Ihrer Zahlungsempfänger und anderer sicherheitsrelevanter Funktionen. Wir bitten Sie daher, die Aktualisierung umgehend durchzuführen, indem Sie auf die untenstehende Schaltfläche klicken, um die Sicherheit und uneingeschränkte Nutzung Ihres Kontos weiterhin zu gewährleisten. Hier Aktualisieren. Vielen Dank für Ihr Verständnis. Bei Fragen sind wir gerne für Sie da. Ihr Kundenservice-Team der comdirect",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/phishingradar/phishingradar-aktuelle-warnungen-6059#2026-09-04,bank
"Betreff: Ungewöhnliche Aktivität erkannt – bitte prüfen Sie Ihre Identität. Kontoverifizierung erforderlich. Wir haben ungewöhnliche Aktivitäten auf Ihrem Konto festgestellt. Um die Sicherheit Ihrer Gelder zu gewährleisten, benötigen wir Ihre Identitätsbestätigung. Nachweis erforderlich. Bitte verifizieren Sie Ihr Konto, um weiterhin vollen Zugriff zu erhalten. Meine Identität bestätigen. Führen Sie die angeforderten Verifizierungsschritte durch. Falls die Verifizierung nicht abgeschlossen ist, können einige Kontofunktionen bis zum Abschluss des Vorgangs eingeschränkt bleiben. Consorsbank",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/phishingradar/phishingradar-aktuelle-warnungen-6059#2026-09-03,bank
"Betreff: Bitte aktualisieren Sie Ihre Kontodaten. Sehr geehrte Kundin, sehr geehrter Kunde, aus Sicherheitsgründen bitten wir Sie, Ihre bei uns hinterlegten Kontaktdaten zu überprüfen. Eine aktuelle Telefonnummer und E-Mail-Adresse helfen uns dabei, Sie zuverlässig über wichtige Informationen zu Ihrem Konto zu informieren. Bitte überprüfen Sie Ihre Daten über das offizielle Online-Banking bzw. die offizielle Website Ihrer Bank. Geben Sie Ihre Zugangsdaten niemals über einen Link aus einer unerwarteten E-Mail ein. Kontaktdaten prüfen. Falls Ihre Kontaktdaten bereits aktuell sind, müssen Sie nichts weiter tun. Vielen Dank für Ihre Unterstützung. Mit freundlichen Grüßen, Ihr Kundenservice",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/phishingradar/phishingradar-aktuelle-warnungen-6059#2026-09-02,bank
"Betreff: Zahlungsaufforderung zu Ihrer Steuererklärung 2025. Information zu Ihrer Steuererklärung. Sehr geehrte Steuerpflichtige, nach der abschließenden Prüfung Ihrer Steuererklärung für das Jahr 2025 wurde eine geringe Abweichung zwischen Ihren Angaben und den amtlichen Berechnungsgrundlagen festgestellt. Diese führt zu einer Nachzahlung in Höhe von 729,00 €. Die Überprüfung erfolgte im Rahmen der gesetzlichen Vorschriften (§ 163 AO). Der genaue Zahlbetrag sowie alle relevanten Details zur Berechnung können Sie jederzeit in Ihrem persönlichen ELSTER-Postfach einsehen. Die Zahlung ist bis zum 07. September 2026 fällig, um eine ordnungsgemäße Bearbeitung zu gewährleisten. Hinweis: Der offene Betrag kann bequem und sicher über das ELSTER-Zahlungsportal beglichen werden. Bei einer fristgerechten Zahlung entstehen Ihnen keine weiteren Kosten. Zum ELSTER-Zahlungsportal. Sicher & verschlüsselt – Keine Weitergabe Ihrer Daten. Mit freundlichen Grüßen, Ihr ELSTER-Service-Team, Steuerverwaltung",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/phishingradar/phishingradar-aktuelle-warnungen-6059#2026-09-01,behoerde
"Lieber Kunde, Ihre Rufnummer wird deaktiviert. Für weitere Nutzung klicken Sie hier: *Link*",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Ihre o2 Simkarte läuft Heute aus. Verlängern Sie Ihre Simkarte unter: *Link*. Ihr o2 Team,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Neue Voicemail: https://[Link],1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Sie haben eine neue Mitteilung von Ihrem Dienstanbieter erhalten,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Sie haben einen verpassten Anruf. Der Anrufer hat Ihnen eine Nachricht hinterlassen,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Verpasster Anruf. Die aufgezeichnete Nachricht ist verfuegbar unter,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Am 08.02. um 20:10 Uhr wurde eine Voicemail-Nachricht fur Sie hinterlassen. Bitte besuchen Sie,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Neue Nachricht des Mobilfunkbetreibers,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Sie . - haben zwei neue . Sprachnachrichten erhalten,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Ich mochte dir eine Sprachnachricht uber HeyTell . senden. Link: {yi2},1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
"Free Msg: <h> Neue Nachricht! Klicekn Sie auf den Link, um sie zu lesen:",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Sie . haben eine MMS-Nachricht_ erhalten. Lesen Sie . hier:,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Sie haben eine MMS-Nachricht - erhalten. Lesen (p2a) Sie hier:,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Uberprufen Sie Ihre Voicemail - Sie haben eine neue Nachrich t,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
<Betreff: Voicemail> Sie haben zwei neue Sprachnachrichten erhalten: [Link] jn,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
"Wir möchten Sie darüber informieren, dass kürzlich Wartungsarbeiten durchgeführt wurden. Der Sicherheitsdienst teilt Ihnen mit, dass am 29. Januar eine wichtige Sprachnachricht von 58 Sekunden von der Nummer xxxxx aufgezeichnet wurde. Es ist dringend erforderlich, dass Sie sofort auf Ihre Voicemail zugreifen, um diese wichtige Nachricht anzuhören und eine Sperrung Ihres Kontos zu vermeiden. Klicken Sie dazu bitte auf den untenstehenden Link.",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Anruf von 017... Sprachnachricht 48s von 017... Nachricht verfügbar auf: KLICKEN SIE HIER,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
"Lieber Vodafone-Kunde, Du hast gerade versucht, etwas im Google Play Store zu kaufen. Das geht leider nicht, weil Du die Drittanbieter-Sperre aktiviert hast. Willst Du die Sperre jetzt aufheben? Das kannst Du ganz einfach in der MeinVodafone-App: [Link] Freundliche Grüße, Dein Vodafone-Team",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/neue-voicemaildrittanbietersperre-betrugsversuche-per-sms-und-mail-61763,telekom
Ihr paket wird heute zum Absender zuruckgesendet. Letzte Moglichkeit es abzuholen https://bigup.market,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/paketdienstsms-vorsicht-abzocke-58988,paket
Vielen Dank! Ihr Termin ist bestaetigt. Aktueller Status der Sendung: http://w4ssuper5,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/paketdienstsms-vorsicht-abzocke-58988,paket
Paket [009232513] wurde im Verteilerzentrum angehalten. Verfolgen Sie Ihre Sendung hier: http://metaspo,1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/paketdienstsms-vorsicht-abzocke-58988,paket
"Ihre Sendung geht soeben in Zustellung, verfolgen Sie Ihre Sendung unter http://apkstudio",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/paketdienstsms-vorsicht-abzocke-58988,paket
"Hallo, Ihr Paket steht noch aus. Bestatigen Sie Ihre Angaben hier: http://blog.sadcon Deutsche Post",1,https://www.verbraucherzentrale.de/wissen/digitale-welt/mobilfunk-und-festnetz/paketdienstsms-vorsicht-abzocke-58988,paket
